kc,ku,mc,mr,nc,nr,nvr,pack_c,X,time,peak,backend
12,4,197,1,128,64,4,1,[12; 4; 197; 1; 128; 64; 4; 1],0.0013808745070491568,0.15652192994641817,tvm
12,4,197,1,128,32,2,1,[12; 4; 197; 1; 128; 32; 2; 1],0.00116756256284134,0.18511825381858676,tvm
8,4,1,1,16,16,1,1,[8; 4; 1; 1; 16; 16; 1; 1],0.0019813013896055054,0.1090884728547925,tvm
16,1,1,1,32,32,2,1,[16; 1; 1; 1; 32; 32; 2; 1],0.0017536039067636011,0.12325311435695822,tvm
16,8,1,1,32,16,1,1,[16; 8; 1; 1; 32; 16; 1; 1],0.002230510845038225,0.09690028781430957,tvm
24,1,1,1,32,32,2,0,[24; 1; 1; 1; 32; 32; 2; 0],0.001987349905903102,0.10875646116224545,tvm
16,1,197,1,32,32,2,0,[16; 1; 197; 1; 32; 32; 2; 0],0.00314332265406847,0.06876072444468655,tvm
12,12,197,1,48,16,1,1,[12; 12; 197; 1; 48; 16; 1; 1],0.0021882030014239717,0.09877380787636784,tvm
6,6,197,1,96,96,6,1,[6; 6; 197; 1; 96; 96; 6; 1],0.0014360919067257782,0.15050369815809722,tvm
24,3,197,1,32,32,2,1,[24; 3; 197; 1; 32; 32; 2; 1],0.0018113848291250179,0.11932149335795587,tvm
16,8,1,1,48,48,3,1,[16; 8; 1; 1; 48; 48; 3; 1],0.002047761578069185,0.10554800186305699,tvm
16,2,197,1,32,32,2,1,[16; 2; 197; 1; 32; 32; 2; 1],0.0017398161253368016,0.1242298767723526,tvm
12,6,1,1,32,32,2,1,[12; 6; 1; 1; 32; 32; 2; 1],0.0023092985320545267,0.09359428408974516,tvm
12,2,197,1,32,32,2,0,[12; 2; 197; 1; 32; 32; 2; 0],0.0017802610782382544,0.12140755392519847,tvm
16,8,197,1,64,64,4,1,[16; 8; 197; 1; 64; 64; 4; 1],0.0014744907575732213,0.1465842642600693,tvm
12,2,1,1,32,32,2,0,[12; 2; 1; 1; 32; 32; 2; 0],0.0016876084519026335,0.1280730388695712,tvm
16,8,197,1,96,16,1,1,[16; 8; 197; 1; 96; 16; 1; 1],0.002571066765085561,0.08406516150892338,tvm
16,8,197,1,128,32,2,1,[16; 8; 197; 1; 128; 32; 2; 1],0.0033525172802910674,0.06447010553167908,tvm
16,16,197,1,64,16,1,1,[16; 16; 197; 1; 64; 16; 1; 1],0.0028583051716850605,0.07561723814456216,tvm
12,3,1,1,32,32,2,1,[12; 3; 1; 1; 32; 32; 2; 1],0.0008521280160493916,0.253643981639274,tvm
6,6,1,1,32,32,2,1,[6; 6; 1; 1; 32; 32; 2; 1],0.0012774761016771663,0.1691907524323796,tvm
16,4,197,1,64,64,4,1,[16; 4; 197; 1; 64; 64; 4; 1],0.00046554345317417756,0.4642684616945471,tvm
16,16,197,1,64,32,2,1,[16; 16; 197; 1; 64; 32; 2; 1],0.0017821295641624602,0.12128026334534206,tvm
16,16,197,1,64,64,4,1,[16; 16; 197; 1; 64; 64; 4; 1],0.0029551401876233285,0.07313938735034128,tvm
4,4,197,1,96,96,6,1,[4; 4; 197; 1; 96; 96; 6; 1],0.0021205586090218276,0.10192462586867274,tvm
12,12,197,1,16,16,1,1,[12; 12; 197; 1; 16; 16; 1; 1],0.0031745746564411093,0.06808381161192967,tvm
8,4,1,1,32,32,2,1,[8; 4; 1; 1; 32; 32; 2; 1],0.0016871438747330103,0.1281083054587425,tvm
16,8,1,1,32,32,2,1,[16; 8; 1; 1; 32; 32; 2; 1],0.002435568922010134,0.0887419530212923,tvm
16,16,197,1,96,32,2,1,[16; 16; 197; 1; 96; 32; 2; 1],0.0016180657967197476,0.13357747459671335,tvm
6,3,197,1,48,16,1,1,[6; 3; 197; 1; 48; 16; 1; 1],0.0022368395621015225,0.09662612666510641,tvm
16,4,197,1,96,96,6,1,[16; 4; 197; 1; 96; 96; 6; 1],0.0006801214767619967,0.3177919684085765,tvm
6,3,1,1,32,32,2,1,[6; 3; 1; 1; 32; 32; 2; 1],0.0033883359719766304,0.06378858077968473,tvm
12,3,197,1,16,16,1,1,[12; 3; 197; 1; 16; 16; 1; 1],0.0038083308427303564,0.05675377265862354,tvm
16,4,1,1,32,32,2,1,[16; 4; 1; 1; 32; 32; 2; 1],0.0026345405149186263,0.08203978706465963,tvm
8,8,197,1,32,16,1,1,[8; 8; 197; 1; 32; 16; 1; 1],0.0021483014224941144,0.10060838790778903,tvm
16,4,197,1,48,16,1,1,[16; 4; 197; 1; 48; 16; 1; 1],0.0035688884381670505,0.06056147357975386,tvm
16,8,197,1,32,16,1,1,[16; 8; 197; 1; 32; 16; 1; 1],0.0035032674386457074,0.061695872965010376,tvm
6,6,197,1,32,32,2,1,[6; 6; 197; 1; 32; 32; 2; 1],0.0021162919074413367,0.10213011829661034,tvm
4,4,197,1,32,32,2,1,[4; 4; 197; 1; 32; 32; 2; 1],0.0018789875157381175,0.11502851458395043,tvm
16,1,1,1,48,16,1,0,[16; 1; 1; 1; 48; 16; 1; 0],0.0008001035703273374,0.2701364559199718,tvm
24,2,197,1,128,128,8,0,[24; 2; 197; 1; 128; 128; 8; 0],0.0010156260541407391,0.21281173516172114,tvm
8,4,197,1,64,32,2,1,[8; 4; 197; 1; 64; 32; 2; 1],0.0017473890311521245,0.12369148426817973,tvm
12,6,197,1,96,48,3,1,[12; 6; 197; 1; 96; 48; 3; 1],0.0007779774100526993,0.27781930434522767,tvm
24,24,1,1,64,64,4,1,[24; 24; 1; 1; 64; 64; 4; 1],0.002142945373634575,0.10085984716006091,tvm
16,2,1,1,192,64,4,0,[16; 2; 1; 1; 192; 64; 4; 0],0.0027784235462604556,0.07779128677053102,tvm
16,8,1,1,192,96,6,1,[16; 8; 1; 1; 192; 96; 6; 1],0.0014317721406769124,0.15095777932580645,tvm
24,6,1,1,96,48,3,1,[24; 6; 1; 1; 96; 48; 3; 1],0.0021876398132008035,0.09879923630613849,tvm
24,24,197,1,64,64,4,1,[24; 24; 197; 1; 64; 64; 4; 1],0.0005334891561687982,0.405138774346064,tvm
8,4,197,1,32,32,2,1,[8; 4; 197; 1; 32; 32; 2; 1],0.0018707726885622833,0.11553362104256902,tvm
12,2,1,1,64,64,4,1,[12; 2; 1; 1; 64; 64; 4; 1],0.0013472598047883366,0.1604272183352931,tvm
24,1,1,1,96,16,1,1,[24; 1; 1; 1; 96; 16; 1; 1],0.003526425440213643,0.06129071676730205,tvm
12,3,197,1,128,64,4,0,[12; 3; 197; 1; 128; 64; 4; 0],0.0012732738205158967,0.16974914537202204,tvm
4,4,1,1,96,48,3,1,[4; 4; 1; 1; 96; 48; 3; 1],0.0012584252972374088,0.17175206452987204,tvm
8,8,197,1,96,96,6,1,[8; 8; 197; 1; 96; 96; 6; 1],0.002154379359126324,0.1003245514498403,tvm
24,3,1,1,48,48,3,0,[24; 3; 1; 1; 48; 48; 3; 0],0.002310906531420187,0.09352915832745254,tvm
12,4,1,1,32,32,2,1,[12; 4; 1; 1; 32; 32; 2; 1],0.0017157712973130401,0.12597083492165967,tvm
24,3,197,1,48,48,3,0,[24; 3; 197; 1; 48; 48; 3; 0],0.0017131216100096935,0.12616567416712457,tvm
16,2,197,1,192,64,4,1,[16; 2; 197; 1; 192; 64; 4; 1],0.002185411922255298,0.0988999559561723,tvm
24,1,1,1,64,16,1,1,[24; 1; 1; 1; 64; 16; 1; 1],0.0048552585321886,0.04451609351473915,tvm
12,2,197,1,96,96,6,0,[12; 2; 197; 1; 96; 96; 6; 0],0.0017809766723075882,0.12135877253074673,tvm
12,1,1,1,32,16,1,1,[12; 1; 1; 1; 32; 16; 1; 1],0.0019110741868644254,0.11309720174273692,tvm
24,24,197,1,128,64,4,0,[24; 24; 197; 1; 128; 64; 4; 0],0.0011324631559546106,0.19085578344926366,tvm
24,6,197,1,64,64,4,1,[24; 6; 197; 1; 64; 64; 4; 1],0.0010628752033881028,0.20335138327450622,tvm
