kc,ku,mc,mr,nc,nr,pack_c,X,time,peak,backend
16,4,100,1,256,128,1,[16; 4; 100; 1; 256; 128; 1],0.013562984007876366,0.3370518293595147,tvm
16,2,500,1,128,128,1,[16; 2; 500; 1; 128; 128; 1],0.016881189760169946,0.2708001412444611,tvm
160,4,100,1,64,64,1,[160; 4; 100; 1; 64; 64; 1],0.0185520029917825,0.24641159089147727,tvm
80,20,50,1,64,64,1,[80; 20; 50; 1; 64; 64; 1],0.026666217745514587,0.17143145739884738,tvm
32,2,1,1,64,64,0,[32; 2; 1; 1; 64; 64; 0],0.02555018474231474,0.17891958972248195,tvm
320,40,5,1,64,64,1,[320; 40; 5; 1; 64; 64; 1],0.03182309301337227,0.14365129654454478,tvm
256,8,375,1,64,64,0,[256; 8; 375; 1; 64; 64; 0],0.03504341698135249,0.13045042308120658,tvm
160,20,1500,1,64,64,0,[160; 20; 1500; 1; 64; 64; 0],0.03553289349656552,0.1286534284597574,tvm
16,4,60,1,256,128,1,[16; 4; 60; 1; 256; 128; 1],0.04656948201591149,0.09816361216701192,tvm
40,20,3,1,64,64,0,[40; 20; 3; 1; 64; 64; 0],0.018749199123703875,0.24381993818867145,tvm
64,32,750,1,64,64,0,[64; 32; 750; 1; 64; 64; 0],0.017933454626472667,0.25491064976852856,tvm
20,10,20,1,128,64,1,[20; 10; 20; 1; 128; 64; 1],0.02504875502199866,0.18250122880014555,tvm
40,1,25,1,64,64,1,[40; 1; 25; 1; 64; 64; 1],0.034767295757774264,0.1314864579424864,tvm
40,40,500,1,128,64,0,[40; 40; 500; 1; 128; 64; 0],0.03748040573555045,0.1219684921151357,tvm
32,16,125,1,128,64,1,[32; 16; 125; 1; 128; 64; 1],0.033829065738245845,0.13513316054307375,tvm
20,10,1500,1,256,128,1,[20; 10; 1500; 1; 256; 128; 1],0.026690873986808583,0.17127309408031774,tvm
