kc,ku,mc,mr,nc,nr,nvr,pack_c,X,time,peak,backend
64,4,32,8,448,32,2,0,[64; 4; 32; 8; 448; 32; 2; 0],0.12726368592120707,0.43943449326116224,tvm
64,16,64,4,256,32,2,0,[64; 16; 64; 4; 256; 32; 2; 0],0.13347779109608382,0.41897646697701546,tvm
32,32,16,8,448,32,2,0,[32; 32; 16; 8; 448; 32; 2; 0],0.12686329300049692,0.44082139136270315,tvm
8,4,8,4,256,32,2,0,[8; 4; 8; 4; 256; 32; 2; 0],0.1434742510318756,0.3897845984985049,tvm
8,8,64,8,1024,32,2,0,[8; 8; 64; 8; 1024; 32; 2; 0],0.15827982500195503,0.3533239522639261,tvm
32,16,32,8,32,32,2,1,[32; 16; 32; 8; 32; 32; 2; 1],0.12866456503979862,0.4346500010786565,tvm
64,32,8,4,256,32,2,0,[64; 32; 8; 4; 256; 32; 2; 0],0.12769738503266126,0.4379420402307345,tvm
4,4,8,4,2048,64,4,1,[4; 4; 8; 4; 2048; 64; 4; 1],0.15968863107264042,0.35020685541411,tvm
64,32,32,8,64,32,2,1,[64; 32; 32; 8; 64; 32; 2; 1],0.1171757869888097,0.47726629170132295,tvm
32,32,4,4,32,32,2,1,[32; 32; 4; 4; 32; 32; 2; 1],0.11313339998014271,0.49431956737045984,tvm
64,16,32,4,448,32,2,0,[64; 16; 32; 4; 448; 32; 2; 0],0.13080737402196974,0.42752982201095646,tvm
16,4,64,8,896,32,2,1,[16; 4; 64; 8; 896; 32; 2; 1],0.12157720304094255,0.459987990630943,tvm
64,32,8,4,448,32,2,0,[64; 32; 8; 4; 448; 32; 2; 0],0.12660019798204303,0.44173748718201533,tvm
8,8,32,4,1024,32,2,0,[8; 8; 32; 4; 1024; 32; 2; 0],0.14746103796642274,0.3792463019693879,tvm
64,16,64,4,512,32,2,0,[64; 16; 64; 4; 512; 32; 2; 0],0.13189029891509563,0.42401946006153524,tvm
32,8,8,4,224,32,2,0,[32; 8; 8; 4; 224; 32; 2; 0],0.1301168359350413,0.42979874918917105,tvm
32,8,64,8,2048,32,2,0,[32; 8; 64; 8; 2048; 32; 2; 0],0.11678947403561324,0.4788449797819974,tvm
16,16,16,8,2048,32,2,0,[16; 16; 16; 8; 2048; 32; 2; 0],0.1134044200880453,0.4931382153351239,tvm
32,16,8,8,256,32,2,0,[32; 16; 8; 8; 256; 32; 2; 0],0.11174228403251618,0.5004735120418681,tvm
4,4,64,4,256,64,4,1,[4; 4; 64; 4; 256; 64; 4; 1],0.14616642706096172,0.38260532502452876,tvm
16,8,64,8,1024,32,2,1,[16; 8; 64; 8; 1024; 32; 2; 1],0.1306401169858873,0.42807718351457585,tvm
16,8,4,4,3584,64,4,1,[16; 8; 4; 4; 3584; 64; 4; 1],0.1049324719933793,0.5329527864059265,tvm
32,4,16,4,1792,32,2,0,[32; 4; 16; 4; 1792; 32; 2; 0],0.12180112197529525,0.4591423496466341,tvm
8,4,4,4,512,32,2,1,[8; 4; 4; 4; 512; 32; 2; 1],0.11020462599117309,0.5074564958626384,tvm
