kc,ku,mc,mr,nc,nr,pack_c,X,time,peak,backend
8,2,16,1,1024,64,1,[8; 2; 16; 1; 1024; 64; 1],0.008316299434227403,0.48033085745503107,tvm
2,2,1,1,512,128,1,[2; 2; 1; 1; 512; 128; 1],0.014485170991974883,0.2757699747078115,tvm
2,2,2,1,1024,64,1,[2; 2; 2; 1; 1024; 64; 1],0.014455723372520879,0.27633174315500475,tvm
2,2,8,1,512,128,1,[2; 2; 8; 1; 512; 128; 1],0.014934785867808387,0.26746786150482815,tvm
2,2,1,1,128,128,1,[2; 2; 1; 1; 128; 128; 1],0.00954840087069897,0.41835018158415715,tvm
4,2,1,1,128,128,1,[4; 2; 1; 1; 128; 128; 1],0.007287087995791808,0.5481716757643177,tvm
8,2,4,1,128,64,1,[8; 2; 4; 1; 128; 64; 1],0.008346489936229773,0.4785934289282381,tvm
4,2,1,1,128,64,1,[4; 2; 1; 1; 128; 64; 1],0.006941225998161826,0.5754855466675599,tvm
4,2,8,1,64,64,1,[4; 2; 8; 1; 64; 64; 1],0.007225981811643578,0.5528072644271791,tvm
8,2,8,1,256,64,1,[8; 2; 8; 1; 256; 64; 1],0.007994635248905979,0.4996569716725817,tvm
16,2,32,1,128,16,1,[16; 2; 32; 1; 128; 16; 1],0.010625208436977118,0.3759526471211231,tvm
8,8,16,1,128,64,0,[8; 8; 16; 1; 128; 64; 0],0.007688836878514849,0.5195291955350753,tvm
8,1,4,1,16,16,1,[8; 1; 4; 1; 16; 16; 1],0.010811506879690569,0.3694744204065627,tvm
4,1,32,1,512,16,1,[4; 1; 32; 1; 512; 16; 1],0.01741888650576584,0.22932437367755915,tvm
4,1,32,1,1024,16,1,[4; 1; 32; 1; 1024; 16; 1],0.02540465275524184,0.1572379389153832,tvm
4,2,2,1,128,128,0,[4; 2; 2; 1; 128; 128; 0],0.01179482662701048,0.3386718062432177,tvm
16,4,16,1,512,64,1,[16; 4; 16; 1; 512; 64; 1],0.009056251314177644,0.4410848484120239,tvm
4,4,1,1,1024,16,1,[4; 4; 1; 1; 1024; 16; 1],0.008994217874715105,0.44412702624482153,tvm
16,1,1,1,256,64,1,[16; 1; 1; 1; 256; 64; 1],0.014821330740232952,0.2695152890186738,tvm
4,2,32,1,512,16,1,[4; 2; 32; 1; 512; 16; 1],0.018293757617357187,0.21835728458024228,tvm
4,1,32,1,128,128,0,[4; 1; 32; 1; 128; 128; 0],0.012564365373691544,0.31792892989720417,tvm
8,2,64,1,32,16,1,[8; 2; 64; 1; 32; 16; 1],0.013510447868611664,0.29566564165320464,tvm
8,1,64,1,64,64,0,[8; 1; 64; 1; 64; 64; 0],0.007862351376388688,0.5080636881851005,tvm
8,8,32,1,64,64,1,[8; 8; 32; 1; 64; 64; 1],0.007107473378709983,0.5620246500058308,tvm
8,4,2,1,512,128,1,[8; 4; 2; 1; 512; 128; 1],0.01996901938400697,0.2000386279004998,tvm
8,8,8,1,64,64,1,[8; 8; 8; 1; 64; 64; 1],0.008076579004409723,0.4945875272085179,tvm
4,2,2,1,512,16,1,[4; 2; 2; 1; 512; 16; 1],0.00883247131423559,0.4522601994367134,tvm
4,1,64,1,256,128,1,[4; 1; 64; 1; 256; 128; 1],0.008653993747429922,0.4615874883525949,tvm
4,4,64,1,128,128,0,[4; 4; 64; 1; 128; 128; 0],0.0103089987533167,0.38748430702933867,tvm
4,2,2,1,1024,16,1,[4; 2; 2; 1; 1024; 16; 1],0.008446465755696408,0.472928601575309,tvm
8,4,32,1,64,16,1,[8; 4; 32; 1; 64; 16; 1],0.011227033188333735,0.35579971761783796,tvm
16,4,4,1,64,64,1,[16; 4; 4; 1; 64; 64; 1],0.008577057502407115,0.46572793023413656,tvm
8,2,1,1,512,64,0,[8; 2; 1; 1; 512; 64; 0],0.008968131936853752,0.4454188749922246,tvm
16,4,2,1,128,128,1,[16; 4; 2; 1; 128; 128; 1],0.009044448626809753,0.44166044862640164,tvm
8,4,32,1,512,64,0,[8; 4; 32; 1; 512; 64; 0],0.008131617127219215,0.4912399557923199,tvm
8,4,8,1,16,16,1,[8; 4; 8; 1; 16; 16; 1],0.01545959412760567,0.2583881054782843,tvm
4,2,4,1,256,128,1,[4; 2; 4; 1; 256; 128; 1],0.009363055687572341,0.42663157962386894,tvm
