kc,ku,mc,mr,nc,nr,nvr,pack_c,X,time,peak,backend
24,24,197,1,128,128,8,1,[24; 24; 197; 1; 128; 128; 8; 1],0.015609989626682363,0.44307451425888816,tvm
24,24,197,1,256,128,8,1,[24; 24; 197; 1; 256; 128; 8; 1],0.01548475562594831,0.4466579091399126,tvm
24,4,197,1,256,128,8,1,[24; 4; 197; 1; 256; 128; 8; 1],0.011271363066043705,0.6136248589369815,tvm
24,4,197,1,256,128,8,0,[24; 4; 197; 1; 256; 128; 8; 0],0.011524069122970104,0.6001689592127339,tvm
24,12,197,1,128,128,8,0,[24; 12; 197; 1; 128; 128; 8; 0],0.012475581374019384,0.5543940890668286,tvm
24,24,197,1,128,128,8,0,[24; 24; 197; 1; 128; 128; 8; 0],0.015634250128641725,0.44238697184189507,tvm
24,2,197,1,192,192,12,0,[24; 2; 197; 1; 192; 192; 12; 0],0.011008156689058524,0.6282967045975159,tvm
24,1,197,1,384,192,12,1,[24; 1; 197; 1; 384; 192; 12; 1],0.013970017622341402,0.4950880348474014,tvm
24,3,197,1,768,128,8,0,[24; 3; 197; 1; 768; 128; 8; 0],0.011078580937464722,0.624302752353349,tvm
24,8,197,1,256,128,8,0,[24; 8; 197; 1; 256; 128; 8; 0],0.011662862249067985,0.5930266879368554,tvm
24,12,197,1,192,192,12,0,[24; 12; 197; 1; 192; 192; 12; 0],0.010881996560783591,0.6355808451873408,tvm
24,3,197,1,384,192,12,1,[24; 3; 197; 1; 384; 192; 12; 1],0.010955684192595072,0.63130594583069,tvm
24,8,197,1,768,192,12,1,[24; 8; 197; 1; 768; 192; 12; 1],0.01051719744282309,0.6576265786612476,tvm
24,6,197,1,768,192,12,1,[24; 6; 197; 1; 768; 192; 12; 1],0.01062209325027652,0.6511323529614579,tvm
24,6,197,1,768,192,12,0,[24; 6; 197; 1; 768; 192; 12; 0],0.010374607249104884,0.6666650992523417,tvm
12,12,1,1,128,128,8,0,[12; 12; 1; 1; 128; 128; 8; 0],0.015407729748403654,0.4488908284586934,tvm
12,3,1,1,256,128,8,0,[12; 3; 1; 1; 256; 128; 8; 0],0.012696117759332992,0.5447640532748125,tvm
6,6,1,1,192,192,12,1,[6; 6; 1; 1; 192; 192; 12; 1],0.0166401144961128,0.4156454916848239,tvm
16,8,197,1,192,96,6,1,[16; 8; 197; 1; 192; 96; 6; 1],0.014538184012053534,0.4757395122866947,tvm
8,4,1,1,192,192,12,0,[8; 4; 1; 1; 192; 192; 12; 0],0.012359849686617963,0.5595851686543535,tvm
16,1,197,1,192,96,6,1,[16; 1; 197; 1; 192; 96; 6; 1],0.01296180188364815,0.533597769315845,tvm
16,1,1,1,128,128,8,0,[16; 1; 1; 1; 128; 128; 8; 0],0.013096589129418135,0.5281060971740096,tvm
16,4,1,1,96,96,6,0,[16; 4; 1; 1; 96; 96; 6; 0],0.014520193624775857,0.47632894919714525,tvm
16,1,197,1,384,96,6,1,[16; 1; 197; 1; 384; 96; 6; 1],0.013541651496780105,0.5107492666661175,tvm
16,4,1,1,128,128,8,0,[16; 4; 1; 1; 128; 128; 8; 0],0.015128507366171107,0.4571758736023307,tvm
24,12,197,1,192,96,6,1,[24; 12; 197; 1; 192; 96; 6; 1],0.013284672997542657,0.52062919220578,tvm
16,16,1,1,96,96,6,0,[16; 16; 1; 1; 96; 96; 6; 0],0.014833496126811951,0.46626826961763984,tvm
24,1,197,1,192,96,6,1,[24; 1; 197; 1; 192; 96; 6; 1],0.012356762745184824,0.5597249630874191,tvm
24,1,1,1,128,128,8,1,[24; 1; 1; 1; 128; 128; 8; 1],0.012085870250302833,0.5722706291055266,tvm
24,1,1,1,192,96,6,1,[24; 1; 1; 1; 192; 96; 6; 1],0.011856496748805512,0.5833416664264987,tvm
16,2,1,1,256,128,8,1,[16; 2; 1; 1; 256; 128; 8; 1],0.011861970626341645,0.5830724749958057,tvm
16,4,1,1,192,96,6,0,[16; 4; 1; 1; 192; 96; 6; 0],0.012892296625068411,0.536474514399553,tvm
24,12,1,1,96,96,6,1,[24; 12; 1; 1; 96; 96; 6; 1],0.013221181128756143,0.5231294015317124,tvm
16,1,1,1,192,192,12,0,[16; 1; 1; 1; 192; 192; 12; 0],0.012410032752086408,0.5573223463302922,tvm
24,12,197,1,192,96,6,0,[24; 12; 197; 1; 192; 96; 6; 0],0.013250779753434472,0.5219608732562256,tvm
24,2,197,1,192,96,6,0,[24; 2; 197; 1; 192; 96; 6; 0],0.012256378686288372,0.5643093077049072,tvm
24,3,1,1,256,128,8,1,[24; 3; 1; 1; 256; 128; 8; 1],0.010955989935609978,0.6312883283096499,tvm
24,2,1,1,256,128,8,0,[24; 2; 1; 1; 256; 128; 8; 0],0.011437265435233712,0.6047239710046337,tvm
16,2,197,1,384,96,6,0,[16; 2; 197; 1; 384; 96; 6; 0],0.011212379060452804,0.6168529028619246,tvm
24,8,1,1,256,128,8,0,[24; 8; 1; 1; 256; 128; 8; 0],0.01105576143891085,0.6255913362137393,tvm
16,4,197,1,384,96,6,0,[16; 4; 197; 1; 384; 96; 6; 0],0.011516743747051805,0.6005507045512853,tvm
16,4,197,1,768,96,6,1,[16; 4; 197; 1; 768; 96; 6; 1],0.011436612876423169,0.6047584757972231,tvm
24,24,1,1,256,128,8,0,[24; 24; 1; 1; 256; 128; 8; 0],0.011460636000265367,0.603490815978138,tvm
16,8,197,1,768,96,6,1,[16; 8; 197; 1; 768; 96; 6; 1],0.011391896623536013,0.6071323151878939,tvm
24,1,1,1,192,192,12,1,[24; 1; 1; 1; 192; 192; 12; 1],0.014051986756385304,0.49220004909880266,tvm
16,1,197,1,384,128,8,0,[16; 1; 197; 1; 384; 128; 8; 0],0.012750592868542299,0.5424366257111369,tvm
